Player Name,Start year,End year,Position
Demetris Nichols,2008,2009,F
Jack Nichols,1949,1958,C-F
Andrew Nicholson,2013,2017,F
Gaylon Nickerson,1997,1997,G
Carl Nicks,1981,1983,G
Rich Niemann,1969,1972,C
Richie Niemiera,1949,1950,G-F
Mike Niles,1981,1981,F
Kurt Nimphius,1982,1990,C-F
Daishen Nix,2022,2023,G
Dyron Nix,1990,1990,F
Norm Nixon,1978,1989,G
Zeke Nnaji,2021,2023,F
Joakim Noah,2008,2020,C
Chuck Noble,1956,1962,G
Andrés Nocioni,2005,2012,F
David Noel,2007,2007,F
Nerlens Noel,2015,2023,C-F
Paul Noel,1948,1952,F
Lucas Nogueira,2015,2018,C
Jim Nolan,1950,1950,C
Paul Nolen,1954,1954,C
Jeff Nordgaard,1998,1998,F
Bevo Nordmann,1962,1965,C
Johnny Norlander,1947,1951,F
Connie Norman,1975,1979,G
Ken Norman,1988,1997,F
Audie Norris,1983,1985,C
Moochie Norris,1997,2006,G
Sylvester Norris,1980,1980,C
Zach Norvell,2020,2020,G
Willie Norwood,1972,1978,F
George Nostrand,1947,1950,C-F
Stan Noszka,1947,1949,G
Mike Novak,1949,1954,C-F
Steve Novak,2007,2017,F
Jaylen Nowell,2020,2023,G
Mel Nowell,1963,1968,G
Dirk Nowitzki,1999,2019,F
Frank Ntilikina,2018,2023,G
Kendrick Nunn,2020,2023,G
James Nunnally,2014,2021,F
Jusuf Nurkić,2015,2023,C
Dennis Nutt,1987,1987,G
David Nwaba,2017,2022,G
Jordan Nwora,2021,2023,F
Julius Nwosu,1995,1995,C
Charles O'Bannon,1998,1999,G-F
Ed O'Bannon,1996,1997,F
John O'Boyle,1953,1953,G
Bob O'Brien,1948,1949,F
J.J. O'Brien,2016,2016,F
Jim O'Brien,1974,1975,F
Jimmy O'Brien,1972,1975,G
Ralph O'Brien,1952,1953,G
Johnny O'Bryant,2015,2018,F-C
Patrick O'Bryant,2007,2010,C
Dermie O'Connell,1949,1950,G
Andy O'Donnell,1950,1950,G
Buddy O'Grady,1947,1949,G
Fran O'Hanlon,1971,1971,G
Dick O'Keefe,1948,1951,G-F
Tommy O'Keefe,1951,1951,G
Mike O'Koren,1981,1988,F-G
Grady O'Malley,1970,1970,F
Jermaine O'Neal,1997,2014,C-F
Shaquille O'Neal*,1993,2011,C
Royce O'Neale,2018,2023,F
Mike O'Neill,1953,1953,F
Kyle O'Quinn,2013,2020,F-C
Kevin O'Shea,1951,1953,G
Garland O'Shields,1947,1947,G-F
Dan O'Sullivan,1991,1996,C
Charles Oakley,1986,2004,F-C
Fabricio Oberto,2006,2011,C-F
Daniel Ochefu,2017,2017,C
Greg Oden,2009,2014,C
Lamar Odom,2000,2013,F
Bud Ogden,1970,1971,F
Ralph Ogden,1971,1971,F
Alan Ogg,1991,1993,C
Don Ohl,1961,1970,G
Tim Ohlbrecht,2013,2013,C
Semi Ojeleye,2018,2022,F
Emeka Okafor,2005,2018,C-F
Jahlil Okafor,2016,2021,C-F
Chuma Okeke,2021,2023,F
Elie Okobo,2019,2020,G
Josh Okogie,2019,2023,G
Onyeka Okongwu,2021,2023,F
Isaac Okoro,2021,2023,G-F
KZ Okpala,2020,2023,F
Mehmet Okur,2003,2012,C-F
Victor Oladipo,2014,2023,G
Hakeem Olajuwon*,1985,2002,C
Mark Olberding,1976,1987,F
Jawann Oldham,1981,1991,C
John Oldham,1950,1951,G
Frank Oleynick,1976,1977,G
John Olive,1979,1980,F
Brian Oliver,1991,1998,G
Cameron Oliver,2021,2022,F
Dean Oliver,2002,2003,G
Jimmy Oliver,1992,1999,G-F
Kevin Ollie,1998,2010,G
Gene Ollrich,1950,1950,G
Michael Olowokandi,1999,2007,C
Bud Olsen,1963,1970,F-C
Kelly Olynyk,2014,2023,C-F
Eugene Omoruyi,2022,2023,F
Miye Oni,2020,2022,G
Arinze Onuaku,2014,2017,C
Chinanu Onuaku,2017,2018,F-C
Barry Orms,1969,1970,G
Johnny Orr,1950,1950,F
Louis Orr,1981,1988,F
José Ortiz,1989,1990,F
Daniel Orton,2012,2014,C-F
Chuck Osborne,1962,1962,F
Cedi Osman,2018,2023,F
Wally Osterkorn,1952,1955,F-C
Greg Ostertag,1996,2006,C
Matt Othick,1993,1993,G
Don Otten,1950,1953,C
Mac Otten,1950,1950,F-C
Daniel Oturu,2021,2022,F-C
Kelly Oubre Jr.,2016,2023,F
Bo Outlaw,1994,2008,F
Travis Outlaw,2004,2014,F
Claude Overton,1953,1953,G
Doug Overton,1993,2004,G
Andre Owens,2006,2008,G
Billy Owens,1992,2001,F-G
Chris Owens,2003,2003,F
Eddie Owens,1978,1978,F
Jim Owens,1974,1975,F
Keith Owens,1992,1992,F
Larry Owens,2011,2012,F
Red Owens,1950,1952,G-F
Tariq Owens,2020,2020,F
Tom Owens,1972,1983,C-F
Ray Owes,1997,1997,F
Olumide Oyedeji,2001,2003,C
Joe Pace,1977,1978,C
Zaza Pachulia,2004,2019,C
Robert Pack,1992,2004,G
Wayne Pack,1975,1975,G
Gerald Paddio,1991,1994,F-G
Scott Padgett,2000,2007,F
Dana Pagett,1972,1972,G
Jaysean Paige,2022,2022,G
Marcus Paige,2018,2018,G
Fred Paine,1949,1949,F
Milt Palacio,2000,2006,G
Togo Palazzi,1955,1960,F-G
Bud Palmer,1947,1949,F-C
Errol Palmer,1968,1968,F
Jim Palmer,1959,1961,F-C
Trayvon Palmer,2022,2022,G
Walter Palmer,1991,1993,C-F
Kevin Pangos,2022,2022,G
Andy Panko,2001,2001,F
Georgios Papagiannis,2017,2018,C
Kostas Papanikolaou,2015,2016,F
Jannero Pargo,2003,2015,G
Jeremy Pargo,2012,2020,G
Easy Parham,1949,1951,F-G
Robert Parish*,1977,1997,C
Med Park,1956,1960,G-F
Anthony Parker,1998,2012,G
Jabari Parker,2015,2022,F
Smush Parker,2003,2008,G
Sonny Parker,1977,1982,F-G
Tony Parker,2002,2019,G
Barry Parkhill,1974,1976,G
Jack Parkinson,1950,1950,G
Charley Parks,1969,1969,F
Cherokee Parks,1996,2004,C-F
Rich Parks,1968,1968,F
Jack Parr,1959,1959,C
Doyle Parrack,1947,1947,F-G
Charlie Parsley,1950,1950,G
Chandler Parsons,2012,2020,F
Eric Paschall,2020,2022,F
Anžejs Pasečņiks,2020,2021,C
Žarko Paspalj,1990,1990,F
Marty Passaglia,1947,1949,G
George Pastushok,1947,1947,G
Myles Patrick,1981,1981,F
Stan Patrick,1950,1950,F-G
Andrae Patterson,1999,2000,F
George Patterson,1968,1968,C-F
Lamar Patterson,2016,2017,G-F
Patrick Patterson,2011,2021,F
Ruben Patterson,1999,2008,F
Steve Patterson,1972,1976,C
Tom Patterson,1973,1974,F
Worthy Patterson,1958,1958,G
Justin Patton,2018,2021,C
Brandon Paul,2018,2018,G
Chris Paul,2006,2023,G
Charlie Paulk,1969,1972,F-C
Jerry Paulson,1958,1958,G
Billy Paultz,1971,1985,C-F
Sasha Pavlović,2004,2013,G-F
Jim Paxson,1957,1958,F-G
Jim Paxson,1980,1990,G-F
John Paxson,1984,1994,G
Johnny Payak,1950,1953,G-F
Adreian Payne,2015,2018,F-C
Cameron Payne,2016,2023,G
Kenny Payne,1990,1993,F-G
Tom Payne,1972,1972,C
Elfrid Payton,2015,2022,G
Gary Payton*,1991,2007,G
Gary Payton II,2017,2023,G
Mel Payton,1952,1953,F-G
George Pearcy,1947,1947,G
Henry Pearcy,1947,1947,G
Oleksiy Pecherov,2008,2010,C
Wiley Peck,1980,1980,G
Rich Peek,1968,1968,C
Anthony Peeler,1993,2005,G
George Peeples,1968,1973,C-F
Nikola Peković,2011,2016,C
Jake Pelkington,1949,1949,C-F
Norvel Pelle,2020,2022,F-C
Sam Pellom,1980,1983,F-C
Mike Penberthy,2001,2002,G
Jerry Pender,1974,1974,G
Desmond Penigar,2004,2004,F
Kirk Penney,2004,2005,G
Mike Peplowski,1994,1996,C
Will Perdue,1989,2001,C
Kendrick Perkins,2004,2018,C
Sam Perkins,1985,2001,F-C
Warren Perkins,1950,1951,G-F
Kosta Perović,2008,2008,C
London Perrantes,2018,2018,G
Aulcie Perry,1975,1975,C
Curtis Perry,1971,1978,F
Elliot Perry,1992,2002,G
Reggie Perry,2021,2022,F-C
Ron Perry,1968,1970,G
Tim Perry,1989,1996,F-C
Chuck Person,1987,2000,F
Wesley Person,1995,2005,G
Alec Peters,2018,2018,F
Jim Petersen,1985,1992,F-C
Loy Petersen,1969,1970,G
Bob Peterson,1954,1956,F
Ed Peterson,1950,1951,C
Mel Peterson,1964,1970,G-F
Morris Peterson,2001,2011,F
Geoff Petrie,1971,1976,G
Johan Petro,2006,2013,C
Dražen Petrović*,1990,1993,G
Richard Petruška,1994,1994,C-F
Bob Pettit*,1955,1965,F-C
Jerry Pettway,1968,1969,G-F
Roger Phegley,1979,1984,G-F
Jack Phelan,1950,1950,F
Jim Phelan,1954,1954,G
Derrick Phelps,1995,1995,G
Michael Phelps,1986,1988,G
Andy Phillip*,1948,1958,G-F
Eddie Phillips,1983,1983,F
Gary Phillips,1962,1966,G
Gene Phillips,1972,1973,G
Bobby Phills,1992,2000,G
Eric Piatkowski,1995,2008,G-F
Walt Piatkowski,1969,1972,F
Jamorko Pickett,2022,2022,G-F
Paul Pierce*,1999,2017,F-G
Ricky Pierce,1983,1998,G
Stan Pietkiewicz,1979,1981,G-F
Mickaël Piétrus,2004,2013,G-F
John Pilch,1952,1952,F
Ed Pinckney,1986,1997,F
Kevinn Pinkney,2007,2007,F
John Pinone,1984,1984,F
Theo Pinson,2019,2023,G
Dave Piontek,1957,1963,F-C
Tom Piotrowski,1984,1984,C
Scottie Pippen*,1988,2004,F-G
Scotty Pippen Jr.,2023,2023,G
Charles Pittman,1983,1986,F
Dexter Pittman,2011,2014,C
Zoran Planinić,2004,2006,G
Tibor Pleiß,2016,2016,C
Marshall Plumlee,2017,2018,C
Mason Plumlee,2014,2023,C-F
Miles Plumlee,2013,2019,C-F
Gary Plummer,1985,1993,F-C
Pavel Podkolzin,2005,2006,C
Jakob Poeltl,2017,2023,C
Vincent Poirier,2020,2021,C
Aleksej Pokusevski,2021,2023,F
Dwayne Polee,1987,1987,G
Jim Pollard*,1949,1955,F-C
Scot Pollard,1998,2008,C
Ralph Polson,1953,1953,F-C
Olden Polynice,1988,2004,C-F
Cliff Pondexter,1976,1978,F-C
Quincy Pondexter,2011,2019,G-F
Shamorie Ponds,2020,2020,G
Yves Pons,2022,2022,F
Jordan Poole,2020,2023,G
David Pope,1985,1986,F
Mark Pope,1998,2005,F
Dave Popson,1989,1992,F-C
Ben Poquette,1978,1987,F-C
Chris Porter,2001,2001,F
Howard Porter,1972,1978,F-C
Jontay Porter,2021,2021,F-C
Kevin Porter,1973,1983,G
Kevin Porter Jr.,2020,2023,G
Michael Porter Jr.,2020,2023,F
Otto Porter Jr.,2014,2023,F
Terry Porter,1986,2002,G
Willie Porter,1968,1969,F
Bobby Portis,2016,2023,F
Bob Portman,1970,1973,F
Kristaps Porziņģis,2016,2023,F-C
James Posey,2000,2011,F-G
Lavor Postell,2001,2003,G
John Postley,1968,1968,F
Vitaly Potapenko,1997,2007,C
Micah Potter,2022,2023,C
Leon Powe,2007,2011,F
Cincy Powell,1968,1975,F-C
Dwight Powell,2015,2023,F-C
Josh Powell,2006,2014,F
Kasib Powell,2008,2008,F
Myles Powell,2022,2022,G
Norman Powell,2016,2023,G
Roger Powell,2007,2007,F
Alex Poythress,2017,2019,F
Mal Pradd,1968,1969,G
Mike Pratt,1971,1972,G-F
Paul Pressey,1983,1993,G-F
Phil Pressey,2014,2016,G
Dominic Pressley,1989,1989,G
Harold Pressley,1987,1990,F-G
Jason Preston,2023,2023,G
Steve Previs,1973,1973,G
A.J. Price,2010,2015,G
Brent Price,1993,2002,G
Jim Price,1973,1979,G
Mark Price,1987,1998,G
Mike Price,1971,1973,G
Ronnie Price,2006,2017,G
Tony Price,1981,1981,G
Bob Priddy,1953,1953,F
Pablo Prigioni,2013,2016,G
Joshua Primo,2022,2023,G
Taurean Prince,2017,2023,F
Tayshaun Prince,2003,2016,F
John Pritchard,1950,1950,C
Kevin Pritchard,1991,1996,G
Payton Pritchard,2021,2023,G
Laron Profit,2000,2006,G-F
Gabe Pruitt,2008,2009,G
Joel Przybilla,2001,2013,C
Les Pugh,1949,1950,C-F
Roy Pugh,1949,1949,C-F
Anthony Pullard,1993,1993,F
Jacob Pullen,2018,2018,G
Rodney Purvis,2018,2018,G
Don Putman,1947,1950,G
Zhou Qi,2018,2019,F-C
Tim Quarterman,2017,2018,G
Trevelin Queen,2022,2023,G
Neemias Queta,2022,2023,C
Bob Quick,1969,1972,F-G
Immanuel Quickley,2021,2023,G
Chris Quinn,2007,2013,G
Brian Quinnett,1990,1992,F
Ivan Rabb,2018,2019,F
Luther Rackley,1970,1974,C
Howie Rader,1949,1949,G-F
Mark Radford,1982,1983,G
Wayne Radford,1979,1979,G
Dino Radja*,1994,1997,F-C
Vladimir Radmanović,2002,2013,F
Aleksandar Radojević,2000,2005,C
Frank Radovich,1962,1962,F
Moe Radovich,1953,1953,G
Miroslav Raduljica,2014,2015,C
Ray Radziszewski,1958,1958,F
Ray Ragelis,1952,1952,F
Sherwin Raiken,1953,1953,G
Ed Rains,1982,1983,F
Igor Rakočević,2003,2003,G
Kurt Rambis,1982,1995,F
Peter John Ramos,2005,2005,C
Cal Ramsey,1960,1961,F
Frank Ramsey*,1955,1964,F-G
Jahmi'us Ramsey,2021,2022,G
Ray Ramsey,1949,1949,G-F
Mark Randall,1992,1995,F
Chasson Randle,2017,2021,G
Julius Randle,2015,2023,F-C
Anthony Randolph,2009,2014,F
Shavlik Randolph,2006,2015,F
Zach Randolph,2002,2018,F-C
Wally Rank,1981,1981,F-G
Kelvin Ransey,1981,1986,G
Sam Ranzino,1952,1952,G
Bobby Rascoe,1968,1970,G-F
Blair Rasmussen,1986,1993,C
Xavier Rathan-Mayes,2018,2018,G
George Ratkovicz,1950,1955,C-F
Ed Ratleff,1974,1978,F-G
Mike Ratliff,1973,1974,C
Theo Ratliff,1996,2011,C-F
Andy Rautins,2011,2011,G
Leo Rautins,1984,1985,F
Allan Ray,2007,2007,G
Clifford Ray,1972,1981,C
Don Ray,1950,1950,F-C
James Ray,1981,1983,F
Jim Ray,1957,1960,G
Jimmy Rayl,1968,1969,G
Craig Raymond,1969,1973,C
Connie Rea,1954,1954,G-F
Austin Reaves,2022,2023,G
Joe Reaves,1974,1974,F
Josh Reaves,2020,2020,G
Željko Rebrača,2002,2006,C
Eldridge Recasner,1995,2002,G
Michael Redd,2001,2012,G
Cam Reddish,2020,2023,F
Frank Reddout,1954,1954,F
J.J. Redick,2007,2021,G
Marlon Redmond,1979,1980,G
Davon Reed,2018,2023,G
Hub Reed,1959,1965,C-F
Justin Reed,2005,2007,F
Paul Reed,2021,2023,F
Ron Reed,1966,1967,F
Willie Reed,2016,2018,F-C
Willis Reed*,1965,1974,C-F
Bryant Reeves,1996,2001,C
Khalid Reeves,1995,2000,G
Richie Regan,1956,1958,G
Don Rehfeldt,1951,1952,F
Billy Reid,1981,1981,G
Don Reid,1996,2003,F
J.R. Reid,1990,2001,F
Jim Reid,1968,1968,F
Naz Reid,2020,2023,F
Robert Reid,1978,1991,F-G
Ryan Reid,2012,2012,F
Jared Reiner,2005,2007,C
Chick Reiser,1948,1950,G-F
Richard Rellford,1988,1988,F
Terrence Rencher,1996,1996,G
John Rennicke,1952,1952,G
Bob Rensberger,1947,1947,F
Efthimios Rentzias,2003,2003,C
Shawn Respert,1996,1999,G
Kevin Restani,1975,1982,F-C
Cameron Reynolds,2019,2021,G
George Reynolds,1970,1970,G
Jerry Reynolds,1986,1996,G-F
Kendall Rhine,1968,1969,C
Jared Rhoden,2023,2023,G
Gene Rhodes,1953,1953,G
Rodrick Rhodes,1998,2000,G-F
Glen Rice,1990,2004,F
Glen Rice Jr.,2014,2015,G
Chris Richard,2008,2010,F
Nick Richards,2021,2023,F-C
Clint Richardson,1980,1987,G
Jason Richardson,2002,2015,G
Jeremy Richardson,2007,2009,G-F
Josh Richardson,2016,2023,G
Malachi Richardson,2017,2019,G
Micheal Ray Richardson,1979,1986,G-F
Norm Richardson,2002,2002,G
Pooh Richardson,1990,1999,G
Quentin Richardson,2001,2013,G-F
Mitch Richmond*,1989,2002,G
John Richter,1960,1960,F
Dick Ricketts,1956,1958,F-C
Isaiah Rider,1994,2002,G
Jackie Ridgle,1972,1972,G
Luke Ridnour,2004,2015,G
Mel Riebe,1947,1949,G-F
Bob Riedy,1968,1968,F
Jim Riffey,1951,1951,F
Antoine Rigaudeau,2003,2003,G
Tom Riker,1973,1975,C-F
Bob Riley,1971,1971,F
Eric Riley,1994,1999,C
Pat Riley*,1968,1976,G-F
Ron Riley,1973,1976,F
Grant Riller,2021,2021,G
Rich Rinaldi,1972,1974,G
Mike Riordan,1969,1977,G-F
Arnie Risen*,1949,1958,C-F
Tex Ritter,1949,1951,G-F
Ramón Rivas,1989,1989,F-C
Austin Rivers,2013,2023,G
David Rivers,1989,1992,G
Doc Rivers,1984,1996,G
Lee Robbins,1948,1949,F
Red Robbins,1968,1975,F-C
Andre Roberson,2014,2021,G-F
Anthony Roberson,2006,2009,G
Rick Roberson,1970,1976,C-F
Terrance Roberson,2001,2001,F
Anthony Roberts,1978,1984,F-G
Bill Roberts,1949,1950,C
Brian Roberts,2013,2017,G
Fred Roberts,1984,1997,F-C
Joe Roberts,1961,1968,F
Lawrence Roberts,2006,2007,F
Marv Roberts,1972,1977,F-C
Stanley Roberts,1992,2000,C
Alvin Robertson,1985,1996,G
Oscar Robertson*,1961,1974,G-F
Ryan Robertson,2000,2000,G
Tony Robertson,1978,1979,G
Rick Robey,1979,1986,C-F
Bernard Robinson,2005,2007,G-F
Chris Robinson,1997,1998,G
Cliff Robinson,1980,1992,F
Clifford Robinson,1990,2007,F-C
David Robinson*,1990,2003,C
Devin Robinson,2018,2019,F
Duncan Robinson,2019,2023,G-F
Eddie Robinson,2000,2004,G-F
Flynn Robinson,1967,1974,G
Glenn Robinson,1995,2005,F
Glenn Robinson III,2015,2021,G-F
Jackie Robinson,1979,1982,F
Jamal Robinson,2001,2001,F
James Robinson,1994,2001,G
Jerome Robinson,2019,2021,G
Justin Robinson,2020,2022,G
Larry Robinson,1991,2002,F-G
Mitchell Robinson,2019,2023,C
Nate Robinson,2006,2016,G
Oliver Robinson,1983,1983,G
Orlando Robinson,2023,2023,F
Ronnie Robinson,1974,1975,F
Rumeal Robinson,1991,1997,G
Sam Robinson,1971,1972,F
Thomas Robinson,2013,2017,F
Truck Robinson,1975,1985,F-C
Wayne Robinson,1981,1981,F
Wil Robinson,1974,1974,G
Jeremiah Robinson-Earl,2022,2023,F
Bill Robinzine,1976,1982,F
Dave Robisch,1972,1984,C-F
Isaiah Roby,2020,2023,F
Red Rocha,1948,1957,C-F
John Roche,1972,1982,G
Gene Rock,1948,1948,G
Jack Rocker,1948,1948,C-F
David Roddy,2023,2023,F
Guy Rodgers*,1959,1970,G
Dennis Rodman*,1987,2000,F
Sergio Rodríguez,2007,2017,G
Lou Roe,1996,1997,F
Carlos Rogers,1995,2002,C-F
Harry Rogers,1976,1976,F
Johnny Rogers,1987,1988,F-C
Marshall Rogers,1977,1977,G
Rodney Rogers,1994,2005,F
Roy Rogers,1997,2000,F
Willie Rogers,1969,1969,G-F
Al Roges,1954,1955,G-F
Ken Rohloff,1964,1964,G
Kenny Rollins,1949,1953,G
Phil Rollins,1959,1961,G
Ryan Rollins,2023,2023,G
Tree Rollins,1978,1995,C
Lorenzo Romar,1981,1985,G
Rajon Rondo,2007,2022,G
Jerry Rook,1970,1970,F
Sean Rooks,1993,2004,C
Derrick Rose,2009,2023,G
Jalen Rose,1995,2007,G-F
Malik Rose,1997,2009,F-C
Rob Rose,1989,1989,G
Petey Rosenberg,1947,1947,G
Lennie Rosenbluth,1958,1959,F
Hank Rosenstein,1947,1947,F
Dick Rosenthal,1955,1957,F-G
Quinton Ross,2005,2011,G
Terrence Ross,2013,2023,F-G
Doug Roth,1990,1990,C
Scott Roth,1988,1990,F
Irv Rothenberg,1947,1949,C
Mickey Rottner,1947,1948,G
Dan Roundfield,1976,1987,F-C
Giff Roux,1947,1949,F-C
Ron Rowan,1987,1987,G
Curtis Rowe,1972,1979,F
Jim Rowinski,1989,1990,F-C
Derrick Rowland,1986,1986,G
Brian Rowsom,1988,1990,F
Brandon Roy,2007,2013,G
Donald Royal,1990,1998,F
Reggie Royals,1975,1975,C
Bob Royer,1950,1950,G
Clifford Rozier,1995,1998,C-F
Terry Rozier,2016,2023,G
Ricky Rubio,2012,2023,G
Guy Rucker,2003,2003,F-C
Delaney Rudd,1990,1993,G
John Rudd,1979,1979,F
Damjan Rudež,2015,2017,F
John Rudometkin,1963,1965,F
Michael Ruffin,2000,2009,F
Trevor Ruffin,1995,1996,G
Paul Ruffner,1971,1976,C-F
Joe Ruklick,1960,1962,F-C
Jeff Ruland,1982,1993,C-F
Bob Rule,1968,1975,C-F
Jerry Rullo,1947,1950,G
Stefano Rusconi,1996,1996,C-F
Brandon Rush,2009,2017,G-F
Kareem Rush,2003,2010,G
Bill Russell*,1957,1969,C
Bryon Russell,1994,2006,F
Campy Russell,1975,1985,F
Cazzie Russell,1967,1978,F-G
D'Angelo Russell,2016,2023,G
Frank Russell,1973,1973,G
Pierre Russell,1972,1973,F-G
Rubin Russell,1968,1968,G
Walker Russell,1983,1988,G
Walker Russell,2012,2012,G
Matt Ryan,2022,2023,F
Arvydas Sabonis*,1996,2003,C
Domantas Sabonis,2017,2023,C-F
Robert Sacre,2013,2016,C
Ed Sadowski,1947,1950,C
Kenny Sailors,1947,1951,G
John Salley,1987,2000,F-C
John Salmons,2003,2015,G
Al Salvadori,1968,1968,F
Kevin Salvadori,1997,1998,C
Soumaila Samake,2001,2003,C
Luka Šamanić,2020,2021,F
Cheikh Samb,2008,2009,C
Brandon Sampson,2019,2019,G
JaKarr Sampson,2015,2021,G-F
Jamal Sampson,2003,2007,F-C
Ralph Sampson*,1984,1992,C-F
Samardo Samuels,2011,2013,F
Pepe Sánchez,2001,2003,G
Al Sanders,1973,1973,F
Frankie Sanders,1979,1981,F-G
Jeff Sanders,1990,1993,F
Larry Sanders,2011,2017,C-F
Melvin Sanders,2006,2006,G-F
Mike Sanders,1983,1993,F-G
Tom Sanders*,1961,1973,F
Ron Sanford,1972,1972,F
Daniel Santiago,2001,2005,C
Bob Santini,1956,1956,F
Wayne Sappleton,1985,1985,F
Dario Šarić,2017,2023,F-C
Olivier Sarr,2022,2022,C
Jason Sasser,1997,1999,F
Jeryl Sasser,2002,2003,G
Tomáš Satoranský,2017,2022,G
Kenny Satterfield,2002,2003,G
Pep Saul,1950,1955,G-F
Woody Sauldsberry,1958,1966,F-C
Glynn Saulters,1969,1969,G
Fred Saunders,1975,1978,F
Don Savage,1952,1957,F-G
Predrag Savović,2003,2003,G
Alan Sawyer,1951,1951,F
Brian Scalabrine,2002,2012,F
Alex Scales,2006,2006,G
DeWayne Scales,1981,1984,F
Frank Schade,1973,1973,G
Ben Schadler,1948,1948,F
Herm Schaefer,1949,1950,G-F
Billy Schaeffer,1974,1976,F
Bob Schafer,1956,1957,G
Jordan Schakel,2022,2023,F
Ben Scharnus,1947,1949,F
Marv Schatzman,1950,1950,F
Fred Schaus,1950,1954,F
Danny Schayes,1982,1999,C-F
Dolph Schayes*,1950,1964,F-C
Ossie Schectman,1947,1947,G
Steve Scheffler,1991,1997,C-F
Tom Scheffler,1985,1985,C
Dave Schellhase,1967,1968,G
Luke Schenscher,2006,2007,C
Herb Scherer,1951,1952,C
Dwayne Schintzius,1991,1999,C
Dale Schlueter,1969,1978,C
Otto Schnellbacher,1949,1949,F-G
Dick Schnittker,1951,1958,F
Russ Schoene,1983,1989,F-C
Admiral Schofield,2020,2023,G-F
Dave Scholz,1970,1970,F
Milt Schoon,1947,1950,C
Detlef Schrempf,1986,2001,F-C
Dennis Schröder,2014,2023,G
Howie Schultz,1950,1953,C-F
Dick Schulz,1947,1950,F-G
Roger Schurig,1968,1968,G
John Schweitz,1985,1987,G
Luis Scola,2008,2017,F
Fred Scolari,1947,1955,G
Alvin Scott,1978,1985,F-G
Brent Scott,1997,1997,F-C
Byron Scott,1984,1997,G
Charlie Scott*,1971,1980,G-F
Dennis Scott,1991,2000,F
James Scott,1997,1997,F
Mike Scott,2013,2021,F
Ray Scott,1962,1972,F-C
Shawnelle Scott,1997,2002,C
Tre Scott,2022,2022,F
Willie Scott,1970,1970,F
Paul Scranton,1968,1968,F
Jay Scrubb,2021,2022,G-F
Carey Scurry,1986,1988,F
Dereon Seabron,2023,2023,G
Bruce Seals,1974,1978,F
Shea Seals,1998,1998,G
Malik Sealy,1993,2000,G
Ed Searcy,1976,1976,F
Kenny Sears,1956,1964,F
Wayne See,1950,1950,G
Thabo Sefolosha,2007,2020,G-F
Rony Seikaly,1989,1999,C
Glen Selbo,1950,1950,G-F
Josh Selby,2012,2013,G
Wayne Selden,2017,2022,G-F
Brad Sellers,1987,1993,C-F
Phil Sellers,1977,1977,F-G
Rollie Seltz,1950,1950,G-F
Les Selvage,1968,1970,G
Frank Selvy,1955,1964,G-F
Jim Seminoff,1947,1950,G-F
Mouhamed Sene,2007,2009,C-F
George Senesky,1947,1954,G
Alperen Şengün,2022,2023,C-F
Kevin Séraphin,2011,2017,F
Ansu Sesay,2002,2005,F
Ramon Sessions,2008,2018,G
Ha Seung-Jin,2005,2006,C
Tom Sewell,1985,1985,G
Collin Sexton,2019,2023,G
Paul Seymour,1948,1960,G-F
Nick Shaback,1947,1947,G
Lynn Shackelford,1970,1970,F
Charles Shackleford,1989,1999,F-C
Carl Shaeffer,1950,1951,F-G
Lee Shaffer,1962,1964,F
Mustafa Shakur,2011,2014,G
Landry Shamet,2019,2023,G
God Shammgod,1998,1998,G
Earl Shannon,1947,1949,G-F
Howie Shannon,1949,1950,G-F
Chuck Share,1952,1960,C
Bill Sharman*,1951,1961,G
Day'Ron Sharpe,2022,2023,C
Shaedon Sharpe,2023,2023,G
Walter Sharpe,2009,2009,F
John Shasky,1989,1991,C
Ron Shavlik,1957,1958,F
Brian Shaw,1989,2003,G
Casey Shaw,1999,1999,C
Marial Shayok,2020,2020,G
Bob Shea,1947,1947,F
Fred Sheffield,1947,1947,F
Craig Shelton,1981,1982,F
Lonnie Shelton,1977,1986,F-C
Tornike Shengelia,2013,2014,F
Billy Shepherd,1973,1975,G
Jeff Sheppard,1999,1999,G
Steve Sheppard,1978,1979,F
Ed Sherod,1983,1983,G
Charley Shipp,1950,1950,G-F
Paul Shirley,2003,2005,F-C
Gene Short,1976,1976,F
Purvis Short,1979,1990,F-G
Dexter Shouse,1990,1990,G
Dick Shrider,1949,1949,G
Gene Shue,1955,1964,G
John Shumate,1976,1981,F-C
Iman Shumpert,2012,2021,G
Alexey Shved,2013,2015,G
Pascal Siakam,2017,2023,F
Jordan Sibert,2019,2019,G
Sam Sibert,1973,1973,F
Mark Sibley,1974,1974,G
Jerry Sichting,1981,1990,G
Don Sidle,1969,1972,F-C
Larry Siegfried,1964,1972,F
Ralph Siewert,1947,1947,C
Jack Sikma*,1978,1991,C-F
James Silas,1973,1982,G
Paul Silas,1965,1980,F-C
Xavier Silas,2012,2018,G
Garret Siler,2011,2011,C
Mike Silliman,1971,1971,F
Chris Silva,2020,2023,F
Wayne Simien,2006,2007,F
Ben Simmons,2018,2023,G-F
Bobby Simmons,2002,2012,G-F
Cedric Simmons,2007,2009,F
Connie Simmons,1947,1956,C-F
Grant Simmons,1968,1969,G
Johnny Simmons,1947,1947,G
Jonathon Simmons,2016,2019,G-F
Kobi Simmons,2018,2019,G
